Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Assembly	Genus_source
MN586009.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Likavirus	Likavirus aaronocolus	GCA_009688325	Streptomyces
MW365953.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Likavirus	Streptomyces phage Dwayne	GCA_016673815	Streptomyces
MW365951.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Likavirus	Streptomyces phage Hippo	GCA_016673825	Streptomyces
MW435856.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Likavirus	Likavirus werner	GCA_016811625	Streptomyces
MK433266.1	Viruses	Uroviricota	Caudoviricetes				Lomovskayavirus	Streptomyces phage Shawty	GCA_004149405	Streptomyces
OP021678.1	Viruses	Uroviricota	Caudoviricetes			Beephvirinae	Manuelvirus	Streptomyces phage RosePharie	GCA_024750345	Streptomyces
MG515223.1	Viruses	Uroviricota	Caudoviricetes			Beephvirinae	Manuelvirus	Manuelvirus wrighton	GCA_002957435	Streptomyces
MG518519.1	Viruses	Uroviricota	Caudoviricetes			Beephvirinae	Manuelvirus	Manuelvirus manuel	GCA_002957445	Streptomyces
MN994275.1	Viruses	Uroviricota	Caudoviricetes			Beephvirinae	Manuelvirus	Manuelvirus JXY1	GCA_010706305	Streptomyces
MT684596.1	Viruses	Uroviricota	Caudoviricetes			Beephvirinae	Manuelvirus	Manuelvirus JXY1	GCA_014518055	Streptomyces
MF766044.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Omarvirus	Omarvirus amethyst	GCA_002743735	Streptomyces
MF766046.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Omarvirus	Omarvirus diane	GCA_002743775	Streptomyces
MF766048.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Omarvirus	Omarvirus tefunt	GCA_002743815	Streptomyces
MG593802.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Omarvirus	Omarvirus omar	GCA_002957575	Streptomyces
MH590601.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Omarvirus	Streptomyces phage Haizum	GCA_003366895	Streptomyces
MK392364.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Omarvirus	Streptomyces phage Nishikigoi	GCA_004149345	Streptomyces
KY092480.1	Viruses	Uroviricota	Caudoviricetes				Picardvirus	Picardvirus picard	GCA_002617165	Streptomyces
KY092482.1	Viruses	Uroviricota	Caudoviricetes				Picardvirus	Picardvirus picard	GCA_002617125	Streptomyces
JX182371.1	Viruses	Uroviricota	Caudoviricetes				Picardvirus	Streptomyces phage SV1	GCA_000900215	Streptomyces
KY092484.1	Viruses	Uroviricota	Caudoviricetes				Raleighvirus	Raleighvirus raleigh	GCA_002617185	Streptomyces
KY676784.1	Viruses	Uroviricota	Caudoviricetes				Raleighvirus	Streptomyces phage ToastyFinz	GCA_002620105	Streptomyces
MH825699.1	Viruses	Uroviricota	Caudoviricetes				Raleighvirus	Raleighvirus darolandstone	GCA_003613215	Streptomyces
ON108646.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Streptomyces phage TonyStarch	GCA_023078965	Streptomyces
KX670789.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_002613085	Streptomyces
KX670790.2	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_002613105	Streptomyces
MF467948.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus drgrey	GCA_002628485	Streptomyces
MF467949.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_002628505	Streptomyces
MK433259.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_004149425	Streptomyces
MK433269.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Streptomyces phage Madamato	GCA_004149585	Streptomyces
MK433260.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_004149485	Streptomyces
MK433268.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus drgrey	GCA_004149565	Streptomyces
MK967386.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_007311155	Streptomyces
MN204495.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_008704865	Streptomyces
MN204492.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Streptomyces phage GirlPower	GCA_008704775	Streptomyces
MN204500.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_008705015	Streptomyces
MN204494.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_008704835	Streptomyces
MN204497.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_008704915	Streptomyces
MN204504.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus drgrey	GCA_008705095	Streptomyces
MN586056.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_009689325	Streptomyces
MN586054.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus drgrey	GCA_009689285	Streptomyces
MT684589.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_014518035	Streptomyces
MT684600.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_014518045	Streptomyces
MW055905.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_016455905	Streptomyces
MW712736.1	Viruses	Uroviricota	Caudoviricetes				Rimavirus	Rimavirus rima	GCA_019095435	Streptomyces
MG593803.1	Viruses	Uroviricota	Caudoviricetes				Rowavirus	Rowavirus rowa	GCA_002957585	Streptomyces
MT708548.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Salutenavirus	Salutenavirus salutena	GCA_015244885	Streptomyces
MZ820086.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage Bilo	GCA_020494135	Streptomyces
ON081336.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage Annihilus	GCA_023523735	Streptomyces
ON970617.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage Doxi13	GCA_024828135	Streptomyces
MF975637.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Scapunavirus scap1	GCA_002744035	Streptomyces
MH155869.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage HotFries	GCA_003183265	Streptomyces
MH155872.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage Moozy	GCA_003183325	Streptomyces
MH155878.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage RavenPuff	GCA_003183405	Streptomyces
MK686070.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage PherryCruz	GCA_004800445	Streptomyces
MK686072.1	Viruses	Uroviricota	Caudoviricetes				Scapunavirus	Streptomyces phage RosaAsantewaa	GCA_004800485	Streptomyces
OP751147.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Sentinelvirus	Streptomyces phage Andris	GCA_026724265	Streptomyces
OQ190479.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Sentinelvirus	Streptomyces phage Triumph	GCA_028974595	Streptomyces
MT701597.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Sentinelvirus	Sentinelvirus sentinel	GCA_015502085	Streptomyces
MT701594.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Sentinelvirus	Sentinelvirus spernnie	GCA_015502125	Streptomyces
JX182372.1	Viruses	Uroviricota	Caudoviricetes				Tigunavirus	Tigunavirus TG1	GCA_000897775	Streptomyces
MK450421.1	Viruses	Uroviricota	Caudoviricetes				Vashvirus	Vashvirus vash	GCA_004149165	Streptomyces
MK450426.1	Viruses	Uroviricota	Caudoviricetes				Vashvirus	Streptomyces phage Euratis	GCA_004149185	Streptomyces
MK450431.1	Viruses	Uroviricota	Caudoviricetes				Vashvirus	Vashvirus lilbooboo	GCA_004149205	Streptomyces
ON526979.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Streptomyces phage Asis	GCA_023897895	Streptomyces
KP876465.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Woodruffvirus YDN12	GCA_001500635	Streptomyces
KP876466.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Woodruffvirus TP1604	GCA_001502675	Streptomyces
KU189325.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Woodruffvirus TP1604	GCA_002608945	Streptomyces
KU530220.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Streptomyces phage Xkcd426	GCA_002609185	Streptomyces
KY365739.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Woodruffvirus TP1604	GCA_002618685	Streptomyces
MF975638.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Streptomyces phage Abt2graduatex2	GCA_002744015	Streptomyces
MH178381.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Woodruffvirus TP1604	GCA_003183705	Streptomyces
MH178382.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Woodruffvirus TP1604	GCA_003183725	Streptomyces
MK686071.1	Viruses	Uroviricota	Caudoviricetes				Woodruffvirus	Streptomyces phage Mischief19	GCA_004800465	Streptomyces
MH248947.1	Viruses	Uroviricota	Caudoviricetes			Arquatrovirinae	Yosifvirus	Yosifvirus yosif	GCA_003308495	Streptomyces
MZ648036.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Lizz	GCA_020493585	Streptomyces
MZ648033.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Rooney	GCA_020493605	Streptomyces
OL455886.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Piccadilly	GCA_021870535	Streptomyces
ON392164.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage AxeJC	GCA_023590845	Streptomyces
ON392165.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Eastland	GCA_023590855	Streptomyces
ON456341.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage HFrancette	GCA_024371415	Streptomyces
ON456348.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Marky	GCA_024372135	Streptomyces
ON456338.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Stuff	GCA_024372175	Streptomyces
OP751148.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Success	GCA_026724275	Streptomyces
MK937595.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Dubu	GCA_006964945	Streptomyces
MW822144.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage KimJongPhill	GCA_018987205	Streptomyces
KT221033.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage SF1	GCA_001505035	Streptomyces
KT221034.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage SF3	GCA_001503415	Streptomyces
AY320035.2	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage VWB	GCA_000844125	Streptomyces
KU958700.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Chymera	GCA_002609665	Streptomyces
GQ919031.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage ZL12	GCA_004917045	Streptomyces
GQ379227.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage phiSASD1	GCA_000888395	Streptomyces
MH019216.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Wentworth	GCA_003023955	Streptomyces
MH019215.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Yara	GCA_003023945	Streptomyces
MH155870.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Ibantik	GCA_003183285	Streptomyces
MH229862.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Henoccus	GCA_003308415	Streptomyces
MH229863.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage JackieB	GCA_003308435	Streptomyces
MH229865.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage LazerLemon	GCA_003308475	Streptomyces
MH229864.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage UNTPL	GCA_003308455	Streptomyces
MH536815.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Crosby	GCA_003365675	Streptomyces
MH576962.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Satis	GCA_003366315	Streptomyces
MH669006.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage LibertyBell	GCA_003442315	Streptomyces
MH744418.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage JustBecause	GCA_003613775	Streptomyces
MH744420.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Kromp	GCA_003613815	Streptomyces
MH825706.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Microdon	GCA_003614475	Streptomyces
MK305891.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Gibson	GCA_004149145	Streptomyces
MK450433.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Sebastisaurus	GCA_004149225	Streptomyces
MK620894.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Kradal	GCA_004799925	Streptomyces
MK686069.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Heather	GCA_004800425	Streptomyces
MK686068.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage RemusLoopin	GCA_004800405	Streptomyces
MN224564.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Araceli	GCA_008952195	Streptomyces
MN224565.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Intolerant	GCA_008952245	Streptomyces
MN204493.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Zuko	GCA_008704815	Streptomyces
MN234216.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Gilgamesh	GCA_008946265	Streptomyces
MT310898.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Kela	GCA_012934305	Streptomyces
MT451982.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Cumberbatch	GCA_013348185	Streptomyces
MT451980.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Ignacio	GCA_013348195	Streptomyces
MT451981.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Vondra	GCA_013348205	Streptomyces
MT498037.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Dryad	GCA_013388225	Streptomyces
MT498053.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage PHTowN	GCA_013388235	Streptomyces
MT521991.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Eklok	GCA_013426515	Streptomyces
MT701596.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Shady	GCA_015502095	Streptomyces
MT701595.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Shaeky	GCA_015502105	Streptomyces
MT701593.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage Sycamore	GCA_015502135	Streptomyces
MT897908.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage ShakeNBake	GCA_014518155	Streptomyces
MT936332.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage phiRKBJ001	GCA_014656675	Streptomyces
MW291021.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage EhyElimayoE	GCA_015918475	Streptomyces
MW291017.1	Viruses	Uroviricota	Caudoviricetes					Streptomyces phage TurkishDelight	GCA_015918555	Streptomyces
OL615013.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Aglimvirinae	Agtrevirus	Shigella phage ChubbyThor	GCA_021355585	Shigella
OL615011.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Aglimvirinae	Agtrevirus	Shigella phage vB_SboS_Gloob	GCA_021378485	Shigella
FJ373894.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Aglimvirinae	Agtrevirus	Agtrevirus AG3	GCA_000888035	Shigella
LC373201.2	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Aglimvirinae	Agtrevirus	Agtrevirus EM4	GCA_003034835	Enterobacter
MK509462.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Aglimvirinae	Agtrevirus	Agtrevirus MK13	GCA_007859115	Shigella
MT078988.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Aglimvirinae	Agtrevirus	Agtrevirus P46FS4	GCA_011067595	Salmonella
MT857002.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Aglimvirinae	Agtrevirus	Salmonella phage pSal-SNUABM-02	GCA_021090055	Salmonella
MT366762.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae		Campanilevirus	Vibrio phage vB_VcorM_GR28A	GCA_015767205	Vibrio
MN718199.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae		Kujavirus	Kujavirus kuja	GCA_009800905	Vibrio
MZ375358.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus SenALZ1	GCA_020496945	Salmonella
MZ375357.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus SenALZ1	GCA_020496935	Salmonella
OK283619.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus SFP10	GCA_020523235	Escherichia
OK322699.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Escherichia phage Sa157lw	GCA_020523275	Escherichia
OL964753.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage selz	GCA_021870625	Salmonella
OL964747.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage selz	GCA_021870615	Salmonella
OL964746.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage selz	GCA_021870605	Salmonella
OL964738.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage selz	GCA_021870595	Salmonella
OL964737.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage selz	GCA_021870585	Salmonella
OL964736.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage selz	GCA_021870575	Salmonella
OM688977.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage STP55	GCA_023273935	Salmonella
ON169961.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage BRM 13312	GCA_024751985	Salmonella
ON169962.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage BRM 13313	GCA_024751995	Salmonella
ON169963.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage BRM 13314	GCA_024752005	Salmonella
KF669654.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus maynard	GCA_000911335	Salmonella
KF669653.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus marshall	GCA_000912955	Salmonella
ON809763.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage SeF3a	GCA_028974315	Salmonella
ON809764.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage SeF6a	GCA_028974325	Salmonella
OP423032.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage vB_Hercules_SET	GCA_026568095	Salmonella
OP610151.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage Guerrero	GCA_025887965	Salmonella
OQ359883.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage vB_SenM_UTK0004	GCA_028897525	Salmonella
OQ359884.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage vB_SenM_UTK0005	GCA_028897535	Salmonella
JN593240.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus CBA120	GCA_000895155	Escherichia
MN342150.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Escherichia phage vB_EcoM_3HA11	GCA_014131265	Escherichia
MN384979.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus Det7	GCA_020472975	Salmonella
MN445184.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Escherichia phage vB_EcoA_4HA11	GCA_014131295	Escherichia
KR296692.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus kv38	GCA_001516975	Salmonella
KP797973.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus Det7	GCA_001015285	Salmonella
KX171211.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus Det7	GCA_002611185	Salmonella
FQ312032.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus ViI	GCA_000890895	Salmonella
KX765865.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus STW77	GCA_009828355	Salmonella
KY000003.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus GG32	GCA_002614305	Salmonella
KY787213.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus BSP101	GCA_002990035	Salmonella
KY630163.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus BSP101	GCA_002614785	Salmonella
HQ259103.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus SFP10	GCA_000893035	Salmonella
MG428992.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus mutine	GCA_002957495	Salmonella
MH427377.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Escherichia phage vB_EcoM_Sa157lw	GCA_003861755	Escherichia
MH523359.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage vB_SalM-LPST94	GCA_013387625	Salmonella
MH688040.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Salmonella phage Mooltan	GCA_003575685	Salmonella
MH791405.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus SeSz1	GCA_004146765	Salmonella
MH709121.1	Viruses	Uroviricota	Caudoviricetes		Ackermannviridae	Cvivirinae	Kuttervirus	Kuttervirus SenALZ1	GCA_003575925	Salmonella
